s,a,r,sp
601,1,0.0,276
276,1,0.0,276
276,1,0.0,601
601,1,0.0,436
436,5,0.0,436
436,5,0.0,720
720,5,0.0,720
720,5,0.0,720
720,5,0.0,97
97,5,0.0,688
688,1,0.0,69
69,5,0.0,69
69,5,0.0,69
69,5,0.0,97
97,5,0.0,97
97,5,0.0,97
97,5,0.0,667
667,1,1.0,752
743,22,0.0,557
557,22,0.0,743
743,22,0.0,743
743,22,0.0,743
743,22,0.0,743
743,22,0.0,743
743,22,0.0,749
749,22,0.0,749
749,22,0.0,631
631,22,0.0,631
631,22,0.0,631
631,21,0.0,749
749,5,0.0,631
631,21,0.0,749
749,21,0.0,749
749,21,0.0,749
749,21,0.0,557
557,21,0.0,743
743,24,0.0,743
743,24,0.0,743
743,25,0.0,743
743,25,0.0,743
743,24,0.0,743
743,25,0.0,743
743,25,0.0,743
743,25,0.0,743
743,25,0.0,743
743,21,0.0,743
743,21,0.0,743
743,22,0.0,749
749,24,0.0,743
743,24,0.0,743
743,24,0.0,743
743,24,0.0,743
743,24,0.0,743
743,24,0.0,743
743,21,0.0,749
749,21,0.0,749
749,21,0.0,350
350,21,0.0,350
350,21,0.0,350
350,21,0.0,350
350,21,0.0,350
350,21,0.0,350
350,21,0.0,350
350,21,0.0,350
350,21,0.0,350
350,21,0.0,350
350,22,0.0,350
350,24,0.0,350
350,21,0.0,350
350,21,0.0,350
350,21,0.0,350
350,21,0.0,350
350,21,0.0,350
350,21,0.0,350
350,21,0.0,350
350,1,0.0,350
350,1,0.0,350
350,1,0.0,350
350,1,0.0,392
392,1,0.0,392
392,1,0.0,392
392,1,0.0,392
392,1,0.0,392
392,1,0.0,392
392,1,0.0,392
392,1,0.0,392
392,1,0.0,392
392,1,0.0,392
392,1,0.0,392
392,1,0.0,611
611,1,1.0,752
114,25,0.0,114
114,15,0.0,169
169,20,0.0,169
169,20,0.0,169
169,20,0.0,169
169,20,0.0,169
169,20,0.0,169
169,20,0.0,169
169,20,0.0,169
169,20,0.0,169
169,15,0.0,169
169,10,0.0,169
169,9,0.0,194
194,5,0.0,194
194,5,0.0,194
194,5,0.0,194
194,4,0.0,194
194,5,0.0,194
194,5,0.0,194
194,5,0.0,194
194,5,0.0,194
194,5,0.0,194
194,5,0.0,194
194,20,0.0,169
169,15,0.0,169
169,15,0.0,639
639,15,0.0,639
639,15,0.0,639
639,15,0.0,639
639,15,0.0,639
639,14,0.0,689
689,1,0.0,689
689,20,0.0,639
639,25,0.0,169
169,25,0.0,169
169,25,0.0,169
169,25,0.0,169
169,25,0.0,169
169,25,0.0,169
169,25,0.0,169
169,24,0.0,169
169,24,0.0,218
218,24,0.0,218
218,23,0.0,169
169,22,0.0,218
218,22,0.0,218
218,22,0.0,218
218,22,0.0,218
218,22,0.0,218
218,22,0.0,218
218,22,0.0,218
218,22,0.0,218
218,22,0.0,218
218,22,0.0,218
218,22,0.0,218
218,22,0.0,218
218,22,0.0,218
218,22,0.0,218
218,22,0.0,218
218,22,0.0,218
218,22,0.0,218
218,22,0.0,218
218,22,0.0,218
218,22,0.0,218
218,22,0.0,218
218,1,0.0,218
218,22,0.0,218
218,22,0.0,218
218,22,0.0,218
218,22,0.0,218
218,23,0.0,218
218,23,0.0,218
218,22,0.0,417
417,1,1.0,752
604,1,0.0,604
604,1,0.0,604
604,1,0.0,604
604,1,0.0,604
604,1,0.0,604
604,1,0.0,604
604,1,0.0,604
604,1,0.0,604
604,1,0.0,604
604,1,0.0,604
604,1,0.0,604
604,1,0.0,604
604,1,0.0,604
604,1,0.0,604
604,1,0.0,604
604,22,0.0,57
57,24,0.0,57
57,25,0.0,57
57,24,0.0,57
57,24,0.0,57
57,24,0.0,57
57,19,0.0,57
57,3,0.0,57
57,2,0.0,57
57,2,0.0,57
57,2,0.0,57
57,2,0.0,57
57,2,0.0,57
57,2,0.0,57
57,2,0.0,57
57,2,0.0,57
57,2,0.0,57
57,2,0.0,57
57,2,0.0,57
57,2,0.0,57
57,2,0.0,57
57,2,0.0,57
57,2,0.0,57
57,2,0.0,57
57,2,0.0,57
57,2,0.0,57
57,2,0.0,57
57,2,0.0,604
604,2,0.0,57
57,2,0.0,57
57,2,0.0,604
604,2,0.0,57
57,2,0.0,57
57,2,0.0,57
57,2,0.0,57
57,2,0.0,57
57,2,0.0,668
668,1,1.0,752
611,1,0.0,611
611,1,0.0,611
611,1,0.0,611
611,1,0.0,611
611,1,0.0,611
611,1,0.0,611
611,1,0.0,622
622,1,0.0,71
71,1,0.0,387
387,25,0.0,387
387,25,0.0,387
387,21,0.0,387
387,11,0.0,387
387,11,0.0,387
387,11,0.0,387
387,15,0.0,387
387,11,0.0,387
387,15,0.0,387
387,15,0.0,387
387,15,0.0,387
387,15,0.0,387
387,15,0.0,387
387,15,0.0,387
387,15,0.0,387
387,15,0.0,387
387,10,0.0,387
387,10,0.0,387
387,10,0.0,387
387,10,0.0,387
387,10,0.0,387
387,11,0.0,387
387,11,0.0,387
387,6,0.0,387
387,12,0.0,387
387,11,0.0,387
387,7,0.0,387
387,6,0.0,387
387,1,0.0,387
387,1,0.0,387
387,2,0.0,387
387,1,0.0,387
387,1,0.0,387
387,1,0.0,387
387,2,0.0,387
387,2,0.0,387
387,2,0.0,387
387,2,0.0,387
387,2,0.0,545
545,2,0.0,545
545,2,0.0,545
545,2,0.0,387
387,2,0.0,387
387,2,0.0,387
387,2,0.0,387
387,2,0.0,387
387,2,0.0,387
387,1,0.0,387
387,1,0.0,387
387,1,0.0,387
387,3,0.0,387
387,1,0.0,387
387,2,0.0,387
387,1,0.0,387
387,1,0.0,387
387,1,0.0,387
387,1,0.0,387
387,1,0.0,387
387,1,0.0,387
387,1,0.0,387
387,1,0.0,387
387,1,0.0,356
356,1,0.0,199
199,1,-1.0,751
355,1,0.0,355
355,1,0.0,355
355,1,0.0,355
355,1,0.0,355
355,1,0.0,355
355,1,0.0,355
355,1,0.0,436
436,5,0.0,360
360,1,0.0,721
721,5,0.0,721
721,1,0.0,721
721,6,0.0,721
721,6,0.0,411
411,6,0.0,721
721,6,0.0,355
355,6,0.0,355
355,6,0.0,355
355,6,0.0,355
355,1,0.0,553
553,1,0.0,355
355,1,0.0,553
553,2,0.0,163
163,2,0.0,217
217,2,0.0,163
163,2,0.0,163
163,2,0.0,217
217,2,0.0,163
163,2,0.0,217
217,2,0.0,355
355,1,0.0,355
355,1,0.0,355
355,1,0.0,355
355,1,0.0,355
355,1,0.0,355
355,1,0.0,355
355,1,0.0,355
355,1,0.0,355
355,1,0.0,355
355,1,0.0,355
355,1,0.0,355
355,1,0.0,355
355,1,0.0,355
355,1,0.0,355
355,1,0.0,355
355,1,0.0,355
355,1,0.0,355
355,1,0.0,355
355,1,0.0,355
355,1,0.0,355
355,1,0.0,355
355,1,0.0,355
355,1,0.0,355
355,1,0.0,355
355,1,0.0,355
355,1,1.0,752
451,22,0.0,557
557,22,0.0,557
557,22,0.0,557
557,25,0.0,557
557,22,0.0,557
557,22,0.0,184
184,22,0.0,557
557,22,0.0,557
557,16,0.0,556
556,18,0.0,556
556,19,0.0,556
556,16,0.0,23
23,16,0.0,23
23,22,0.0,84
84,22,0.0,628
628,22,0.0,628
628,22,0.0,628
628,22,0.0,628
628,22,0.0,628
628,22,0.0,628
628,22,0.0,628
628,22,0.0,184
184,22,0.0,184
184,24,0.0,557
557,22,0.0,557
557,22,0.0,557
557,22,0.0,557
557,22,0.0,557
557,22,0.0,557
557,22,0.0,557
557,21,0.0,84
84,21,0.0,84
84,16,0.0,84
84,16,0.0,84
84,1,0.0,556
556,1,0.0,556
556,1,0.0,556
556,1,0.0,556
556,1,0.0,556
556,1,0.0,556
556,1,0.0,556
556,1,0.0,556
556,1,0.0,556
556,1,0.0,556
556,1,0.0,556
556,1,0.0,556
556,1,0.0,556
556,1,0.0,556
556,1,0.0,556
556,1,0.0,556
556,1,0.0,556
556,1,0.0,556
556,1,0.0,556
556,1,0.0,556
556,1,0.0,556
556,1,0.0,556
556,1,0.0,556
556,1,0.0,556
556,1,0.0,556
556,1,0.0,556
556,1,0.0,556
556,1,0.0,556
556,1,0.0,556
556,1,0.0,556
556,1,0.0,556
556,1,0.0,556
556,1,0.0,556
556,1,0.0,556
556,1,0.0,556
556,1,0.0,556
556,1,0.0,556
556,1,0.0,556
556,1,0.0,598
598,1,1.0,752
489,1,0.0,489
489,1,0.0,489
489,1,0.0,489
489,1,0.0,489
489,1,0.0,396
396,1,0.0,396
396,1,0.0,436
436,25,0.0,489
489,1,0.0,489
489,1,0.0,489
489,1,0.0,489
489,1,0.0,489
489,1,0.0,489
489,1,0.0,489
489,1,0.0,489
489,1,0.0,489
489,1,0.0,489
489,1,0.0,489
489,1,0.0,489
489,1,0.0,489
489,1,0.0,489
489,1,0.0,489
489,1,0.0,489
489,1,0.0,489
489,1,0.0,489
489,3,0.0,489
489,2,0.0,489
489,1,0.0,489
489,1,0.0,489
489,2,0.0,489
489,1,0.0,489
489,1,0.0,489
489,1,0.0,489
489,2,0.0,489
489,1,0.0,489
489,2,0.0,489
489,1,0.0,489
489,1,0.0,489
489,1,0.0,489
489,1,0.0,489
489,1,0.0,489
489,1,0.0,489
489,5,0.0,489
489,1,0.0,489
489,1,0.0,489
489,1,0.0,489
489,1,0.0,489
489,1,0.0,489
489,2,0.0,489
489,1,0.0,591
591,4,0.0,591
591,1,0.0,489
489,1,0.0,489
489,1,0.0,489
489,1,0.0,489
489,1,0.0,489
489,3,0.0,489
489,1,1.0,752
611,1,0.0,66
66,1,0.0,705
705,5,0.0,705
705,21,0.0,705
705,20,0.0,175
175,15,0.0,705
705,24,0.0,705
705,24,0.0,705
705,23,0.0,705
705,23,0.0,705
705,23,0.0,518
518,23,0.0,705
705,12,0.0,705
705,7,0.0,705
705,10,0.0,705
705,7,0.0,705
705,7,0.0,705
705,7,0.0,705
705,7,0.0,705
705,6,0.0,705
705,1,0.0,705
705,1,0.0,705
705,1,0.0,705
705,1,0.0,705
705,1,0.0,705
705,1,0.0,705
705,5,0.0,705
705,5,0.0,705
705,5,0.0,38
38,7,0.0,705
705,7,0.0,705
705,7,0.0,705
705,7,0.0,705
705,7,0.0,705
705,7,0.0,705
705,7,0.0,705
705,7,0.0,705
705,7,0.0,705
705,7,0.0,705
705,10,0.0,705
705,15,0.0,705
705,13,0.0,705
705,7,0.0,705
705,12,0.0,705
705,12,0.0,705
705,22,0.0,705
705,22,0.0,705
705,22,0.0,705
705,22,0.0,705
705,22,0.0,705
705,22,0.0,705
705,22,0.0,705
705,22,0.0,251
251,1,-1.0,751
598,1,0.0,598
598,1,0.0,598
598,1,0.0,598
598,1,0.0,598
598,1,0.0,598
598,1,0.0,598
598,1,0.0,598
598,1,0.0,598
598,1,0.0,598
598,1,0.0,598
598,1,0.0,598
598,1,0.0,598
598,1,0.0,598
598,1,0.0,598
598,1,0.0,598
598,1,0.0,598
598,1,0.0,598
598,1,0.0,598
598,1,0.0,598
598,1,0.0,598
598,1,0.0,598
598,1,0.0,142
142,5,0.0,142
142,5,0.0,142
142,1,0.0,266
266,1,0.0,266
266,1,0.0,266
266,1,0.0,266
266,5,0.0,561
561,5,0.0,544
544,5,0.0,544
544,5,0.0,544
544,5,0.0,544
544,5,0.0,544
544,5,0.0,561
561,25,0.0,561
561,25,0.0,686
686,24,0.0,686
686,24,0.0,686
686,24,0.0,686
686,25,0.0,686
686,23,0.0,686
686,23,0.0,561
561,23,0.0,561
561,23,0.0,561
561,23,0.0,561
561,23,0.0,561
561,23,0.0,561
561,23,0.0,561
561,23,0.0,561
561,23,0.0,561
561,23,0.0,561
561,23,0.0,561
561,23,0.0,561
561,23,0.0,561
561,23,0.0,561
561,23,0.0,561
561,25,0.0,561
561,25,0.0,561
561,25,0.0,561
561,25,0.0,544
544,25,0.0,544
544,25,0.0,115
115,25,0.0,544
544,24,0.0,544
544,24,0.0,544
544,24,0.0,333
333,1,-1.0,751
245,1,0.0,245
245,1,0.0,245
245,1,0.0,245
245,1,0.0,245
245,1,0.0,570
570,21,0.0,555
555,25,0.0,314
314,25,0.0,314
314,25,0.0,314
314,22,0.0,314
314,25,0.0,314
314,25,0.0,314
314,22,0.0,314
314,22,0.0,314
314,22,0.0,314
314,22,0.0,314
314,22,0.0,314
314,22,0.0,314
314,22,0.0,314
314,22,0.0,314
314,22,0.0,314
314,22,0.0,314
314,22,0.0,314
314,22,0.0,314
314,22,0.0,314
314,22,0.0,314
314,22,0.0,314
314,22,0.0,314
314,22,0.0,314
314,22,0.0,314
314,1,0.0,314
314,22,0.0,314
314,22,0.0,314
314,22,0.0,314
314,22,0.0,314
314,22,0.0,314
314,22,0.0,314
314,22,0.0,314
314,22,0.0,314
314,22,0.0,314
314,22,0.0,314
314,25,0.0,314
314,25,0.0,314
314,22,0.0,314
314,22,0.0,314
314,22,0.0,314
314,22,0.0,314
314,22,0.0,314
314,22,0.0,314
314,22,0.0,314
314,22,0.0,314
314,22,0.0,314
314,22,0.0,314
314,22,0.0,314
314,22,0.0,314
314,22,0.0,314
314,22,0.0,314
314,22,0.0,314
314,22,0.0,314
314,22,0.0,314
314,1,0.0,314
314,1,0.0,314
314,1,0.0,314
314,23,0.0,314
314,22,0.0,314
314,22,0.0,314
314,22,0.0,314
314,22,0.0,314
314,21,0.0,314
314,22,0.0,314
314,22,0.0,314
314,22,0.0,412
412,1,-1.0,751
36,1,0.0,36
36,1,0.0,36
36,1,0.0,36
36,1,0.0,36
36,1,0.0,36
36,1,0.0,36
36,1,0.0,36
36,1,0.0,54
54,1,0.0,54
54,1,0.0,54
54,1,0.0,54
54,5,0.0,54
54,5,0.0,664
664,5,0.0,664
664,5,0.0,664
664,5,0.0,664
664,1,0.0,664
664,5,0.0,664
664,5,0.0,664
664,5,0.0,122
122,5,0.0,122
122,5,0.0,122
122,5,0.0,122
122,25,0.0,46
46,22,0.0,92
92,22,0.0,92
92,22,0.0,92
92,22,0.0,92
92,22,0.0,92
92,22,0.0,92
92,22,0.0,92
92,22,0.0,92
92,22,0.0,92
92,22,0.0,92
92,22,0.0,92
92,22,0.0,92
92,22,0.0,92
92,22,0.0,92
92,22,0.0,92
92,22,0.0,92
92,22,0.0,92
92,22,0.0,92
92,22,0.0,92
92,22,0.0,92
92,25,0.0,92
92,25,0.0,92
92,24,0.0,92
92,25,0.0,92
92,25,0.0,92
92,25,0.0,92
92,25,0.0,92
92,25,0.0,92
92,24,0.0,92
92,25,0.0,92
92,25,0.0,92
92,1,0.0,92
92,5,0.0,92
92,4,0.0,46
46,2,0.0,664
664,22,0.0,46
46,22,0.0,92
92,22,0.0,92
92,22,0.0,92
92,22,0.0,92
92,22,0.0,92
92,2,0.0,446
446,2,0.0,54
54,2,0.0,664
664,22,0.0,664
664,22,0.0,46
46,22,0.0,92
92,22,0.0,92
92,22,0.0,412
412,1,-1.0,751
47,1,0.0,47
47,1,0.0,47
47,1,0.0,47
47,1,0.0,47
47,1,0.0,47
47,1,0.0,708
708,10,0.0,708
708,10,0.0,391
391,10,0.0,391
391,9,0.0,391
391,10,0.0,391
391,5,0.0,708
708,2,0.0,708
708,5,0.0,708
708,5,0.0,708
708,5,0.0,708
708,5,0.0,708
708,5,0.0,708
708,5,0.0,708
708,5,0.0,708
708,5,0.0,708
708,5,0.0,708
708,5,0.0,708
708,4,0.0,708
708,2,0.0,708
708,2,0.0,708
708,2,0.0,708
708,2,0.0,708
708,2,0.0,708
708,2,0.0,708
708,2,0.0,708
708,2,0.0,708
708,2,0.0,708
708,2,0.0,708
708,2,0.0,708
708,2,0.0,708
708,2,0.0,708
708,2,0.0,708
708,2,0.0,708
708,2,0.0,708
708,2,0.0,708
708,2,0.0,708
708,2,0.0,708
708,2,0.0,708
708,2,0.0,708
708,2,0.0,708
708,2,0.0,708
708,2,0.0,708
708,2,0.0,708
708,2,0.0,708
708,2,0.0,708
708,1,0.0,333
333,1,1.0,752
598,1,0.0,598
598,1,0.0,703
703,1,0.0,703
703,2,0.0,703
703,2,0.0,506
506,14,0.0,506
506,12,0.0,563
563,12,0.0,563
563,7,0.0,563
563,7,0.0,698
698,7,0.0,698
698,2,0.0,640
640,2,0.0,590
590,2,0.0,150
150,2,0.0,237
237,2,0.0,647
647,2,0.0,647
647,2,0.0,640
640,2,0.0,640
640,2,0.0,640
640,2,0.0,647
647,2,0.0,640
640,2,0.0,647
647,2,0.0,647
647,2,0.0,647
647,2,0.0,689
689,2,0.0,689
689,2,0.0,640
640,2,0.0,640
640,2,0.0,668
668,1,0.0,640
640,3,0.0,640
640,2,0.0,640
640,2,0.0,640
640,2,0.0,640
640,2,0.0,640
640,2,0.0,668
668,1,0.0,640
640,2,0.0,519
519,1,0.0,519
519,3,0.0,331
331,1,0.0,640
640,3,0.0,333
333,2,0.0,689
689,2,0.0,647
647,2,0.0,647
647,2,0.0,647
647,2,0.0,647
647,2,0.0,647
647,2,0.0,647
647,2,0.0,647
647,2,0.0,647
647,2,0.0,621
621,2,0.0,621
621,1,0.0,621
621,2,0.0,621
621,2,0.0,621
621,2,0.0,621
621,2,0.0,621
621,2,0.0,621
621,2,0.0,621
621,1,0.0,621
621,2,0.0,183
183,1,0.0,621
621,2,0.0,621
621,1,0.0,522
522,1,0.0,598
598,1,1.0,752
358,1,0.0,358
358,1,0.0,358
358,1,0.0,680
680,21,0.0,680
680,21,0.0,625
625,21,0.0,332
332,20,0.0,332
332,16,0.0,680
680,11,0.0,680
680,12,0.0,680
680,12,0.0,680
680,12,0.0,680
680,12,0.0,680
680,12,0.0,680
680,11,0.0,680
680,12,0.0,680
680,12,0.0,680
680,12,0.0,680
680,11,0.0,680
680,11,0.0,680
680,12,0.0,680
680,12,0.0,680
680,11,0.0,680
680,11,0.0,680
680,12,0.0,680
680,12,0.0,680
680,12,0.0,680
680,12,0.0,680
680,12,0.0,680
680,7,0.0,680
680,7,0.0,680
680,7,0.0,680
680,7,0.0,680
680,7,0.0,680
680,7,0.0,680
680,7,0.0,680
680,7,0.0,680
680,7,0.0,680
680,2,0.0,680
680,2,0.0,680
680,2,0.0,680
680,6,0.0,680
680,7,0.0,680
680,10,0.0,680
680,22,0.0,680
680,21,0.0,645
645,21,0.0,407
407,25,0.0,407
407,22,0.0,119
119,25,0.0,694
694,25,0.0,170
170,15,0.0,170
170,15,0.0,658
658,15,0.0,170
170,15,0.0,133
133,20,0.0,133
133,15,0.0,133
133,15,0.0,668
668,1,-1.0,751
183,1,0.0,104
104,1,0.0,292
292,1,0.0,292
292,1,0.0,292
292,1,0.0,292
292,1,0.0,292
292,1,0.0,292
292,1,0.0,292
292,1,0.0,292
292,1,0.0,292
292,1,0.0,292
292,1,0.0,292
292,1,0.0,292
292,1,0.0,292
292,1,0.0,292
292,1,0.0,104
104,1,0.0,104
104,1,0.0,292
292,1,0.0,292
292,1,0.0,292
292,1,0.0,292
292,1,0.0,292
292,1,0.0,292
292,1,0.0,292
292,1,0.0,292
292,1,0.0,292
292,1,0.0,292
292,1,0.0,292
292,1,0.0,331
331,1,0.0,292
292,1,0.0,292
292,1,0.0,292
292,1,0.0,292
292,1,0.0,292
292,1,0.0,292
292,1,0.0,292
292,1,0.0,104
104,1,0.0,104
104,1,0.0,104
104,1,0.0,604
604,1,0.0,604
604,1,0.0,604
604,1,0.0,604
604,1,0.0,604
604,1,0.0,90
90,6,0.0,90
90,1,0.0,604
604,1,0.0,57
57,5,0.0,57
57,5,0.0,57
57,5,0.0,176
176,1,0.0,668
668,1,0.0,668
668,1,0.0,104
104,1,0.0,104
104,1,0.0,104
104,1,0.0,104
104,1,0.0,104
104,1,0.0,104
104,1,0.0,104
104,1,0.0,104
104,1,0.0,104
104,1,0.0,519
519,1,0.0,486
486,1,0.0,486
486,1,0.0,104
104,1,0.0,104
104,1,0.0,292
292,1,0.0,292
292,1,0.0,292
292,1,0.0,292
292,1,0.0,104
104,1,1.0,752
195,1,0.0,195
195,1,0.0,528
528,1,0.0,528
528,2,0.0,367
367,2,0.0,367
367,2,0.0,367
367,2,0.0,367
367,2,0.0,367
367,2,0.0,367
367,2,0.0,367
367,2,0.0,128
128,1,0.0,71
71,1,0.0,367
367,21,0.0,52
52,23,0.0,560
560,21,0.0,336
336,21,0.0,336
336,22,0.0,336
336,2,0.0,52
52,1,0.0,367
367,2,0.0,360
360,2,0.0,367
367,2,0.0,367
367,2,0.0,367
367,2,0.0,367
367,1,0.0,367
367,2,0.0,420
420,1,0.0,367
367,2,0.0,367
367,1,0.0,367
367,2,0.0,420
420,1,0.0,420
420,1,0.0,420
420,1,0.0,420
420,3,0.0,420
420,2,0.0,143
143,2,0.0,143
143,1,0.0,143
143,2,0.0,143
143,2,0.0,143
143,2,0.0,143
143,2,0.0,244
244,2,0.0,143
143,2,0.0,469
469,2,0.0,469
469,2,0.0,469
469,1,0.0,469
469,1,0.0,195
195,1,0.0,195
195,1,0.0,679
679,1,0.0,703
703,1,0.0,195
195,1,0.0,195
195,1,0.0,195
195,1,0.0,195
195,1,0.0,195
195,1,0.0,195
195,1,0.0,195
195,1,0.0,195
195,1,0.0,195
195,1,0.0,195
195,1,0.0,195
195,1,0.0,195
195,1,0.0,195
195,1,0.0,195
195,1,0.0,195
195,1,0.0,244
244,1,0.0,195
195,1,0.0,195
195,1,0.0,195
195,1,0.0,195
195,1,0.0,489
489,1,1.0,752
612,23,0.0,612
612,23,0.0,612
612,23,0.0,623
623,23,0.0,376
376,23,0.0,376
376,23,0.0,376
376,23,0.0,376
376,25,0.0,376
376,25,0.0,376
376,25,0.0,376
376,25,0.0,376
376,25,0.0,376
376,25,0.0,376
376,25,0.0,376
376,25,0.0,376
376,25,0.0,376
376,25,0.0,376
376,25,0.0,376
376,25,0.0,376
376,25,0.0,376
376,25,0.0,376
376,25,0.0,376
376,25,0.0,376
376,25,0.0,376
376,25,0.0,376
376,25,0.0,376
376,25,0.0,376
376,25,0.0,376
376,25,0.0,376
376,25,0.0,376
376,25,0.0,376
376,25,0.0,204
204,5,0.0,204
204,5,0.0,204
204,4,0.0,204
204,4,0.0,204
204,4,0.0,204
204,2,0.0,204
204,2,0.0,102
102,2,0.0,102
102,3,0.0,400
400,1,0.0,102
102,1,0.0,102
102,1,0.0,102
102,1,0.0,102
102,1,0.0,102
102,1,0.0,102
102,1,0.0,102
102,1,0.0,102
102,1,0.0,102
102,1,0.0,102
102,1,0.0,102
102,1,0.0,102
102,5,0.0,102
102,1,0.0,102
102,1,0.0,102
102,1,0.0,102
102,1,0.0,102
102,1,0.0,102
102,1,0.0,102
102,1,0.0,102
102,1,0.0,102
102,1,0.0,102
102,5,0.0,102
102,4,0.0,102
102,3,0.0,346
346,3,0.0,102
102,3,0.0,346
346,3,0.0,346
346,3,0.0,346
346,3,0.0,346
346,3,0.0,346
346,4,0.0,333
333,1,1.0,752
611,1,0.0,611
611,1,0.0,611
611,1,0.0,703
703,21,0.0,597
597,25,0.0,659
659,25,0.0,118
118,23,0.0,637
637,24,0.0,523
523,25,0.0,538
538,25,0.0,538
538,25,0.0,379
379,20,0.0,76
76,15,0.0,76
76,10,0.0,76
76,10,0.0,76
76,15,0.0,76
76,15,0.0,76
76,15,0.0,76
76,15,0.0,76
76,15,0.0,76
76,15,0.0,76
76,15,0.0,76
76,15,0.0,76
76,15,0.0,76
76,15,0.0,76
76,15,0.0,537
537,15,0.0,537
537,15,0.0,537
537,15,0.0,76
76,10,0.0,76
76,10,0.0,76
76,10,0.0,76
76,10,0.0,76
76,10,0.0,76
76,10,0.0,76
76,10,0.0,76
76,10,0.0,76
76,10,0.0,76
76,10,0.0,76
76,10,0.0,76
76,10,0.0,76
76,10,0.0,76
76,10,0.0,76
76,15,0.0,76
76,15,0.0,76
76,15,0.0,76
76,15,0.0,76
76,15,0.0,76
76,15,0.0,76
76,15,0.0,76
76,15,0.0,76
76,15,0.0,76
76,15,0.0,76
76,15,0.0,76
76,15,0.0,76
76,15,0.0,76
76,15,0.0,76
76,15,0.0,76
76,4,0.0,76
76,4,0.0,616
616,4,0.0,616
616,4,0.0,333
333,1,1.0,752
622,1,0.0,622
622,1,0.0,622
622,1,0.0,622
622,1,0.0,622
622,1,0.0,622
622,1,0.0,622
622,1,0.0,622
622,1,0.0,622
622,1,0.0,622
622,1,0.0,622
622,1,0.0,622
622,3,0.0,702
702,4,0.0,702
702,4,0.0,702
702,5,0.0,474
474,25,0.0,474
474,25,0.0,474
474,25,0.0,308
308,25,0.0,225
225,25,0.0,225
225,25,0.0,225
225,25,0.0,225
225,25,0.0,474
474,25,0.0,474
474,25,0.0,474
474,25,0.0,474
474,25,0.0,474
474,25,0.0,474
474,25,0.0,474
474,25,0.0,743
743,25,0.0,743
743,25,0.0,743
743,25,0.0,743
743,25,0.0,743
743,25,0.0,743
743,25,0.0,743
743,25,0.0,743
743,25,0.0,474
474,25,0.0,474
474,20,0.0,474
474,20,0.0,474
474,20,0.0,474
474,20,0.0,702
702,19,0.0,743
743,25,0.0,743
743,20,0.0,743
743,19,0.0,743
743,19,0.0,743
743,19,0.0,743
743,4,0.0,743
743,4,0.0,743
743,19,0.0,743
743,19,0.0,702
702,4,0.0,702
702,4,0.0,702
702,4,0.0,702
702,4,0.0,702
702,4,0.0,702
702,4,0.0,702
702,4,0.0,702
702,4,0.0,702
702,4,0.0,702
702,4,0.0,702
702,4,0.0,702
702,4,0.0,251
251,1,1.0,752
47,1,0.0,47
47,1,0.0,47
47,1,0.0,47
47,24,0.0,607
607,25,0.0,607
607,25,0.0,282
282,25,0.0,282
282,23,0.0,282
282,25,0.0,282
282,25,0.0,282
282,23,0.0,282
282,23,0.0,282
282,25,0.0,282
282,23,0.0,282
282,25,0.0,282
282,23,0.0,282
282,23,0.0,282
282,23,0.0,282
282,24,0.0,282
282,23,0.0,282
282,23,0.0,282
282,23,0.0,714
714,1,0.0,714
714,23,0.0,714
714,23,0.0,714
714,17,0.0,714
714,17,0.0,714
714,17,0.0,714
714,1,0.0,714
714,17,0.0,714
714,12,0.0,714
714,12,0.0,714
714,11,0.0,714
714,15,0.0,714
714,11,0.0,714
714,11,0.0,714
714,12,0.0,714
714,7,0.0,714
714,7,0.0,287
287,7,0.0,287
287,7,0.0,287
287,7,0.0,287
287,6,0.0,54
54,6,0.0,551
551,1,0.0,603
603,1,0.0,670
670,1,0.0,670
670,1,0.0,670
670,1,0.0,670
670,1,0.0,36
36,1,0.0,36
36,1,0.0,598
598,1,1.0,752
389,2,0.0,389
389,2,0.0,544
544,2,0.0,544
544,2,0.0,544
544,22,0.0,239
239,22,0.0,653
653,22,0.0,399
399,22,0.0,399
399,22,0.0,412
412,22,0.0,412
412,22,0.0,557
557,22,0.0,688
688,12,0.0,332
332,22,0.0,239
239,22,0.0,653
653,22,0.0,399
399,22,0.0,399
399,22,0.0,399
399,22,0.0,399
399,22,0.0,399
399,22,0.0,399
399,22,0.0,399
399,22,0.0,399
399,22,0.0,399
399,22,0.0,399
399,22,0.0,399
399,22,0.0,399
399,22,0.0,412
412,1,0.0,412
412,1,0.0,603
603,1,0.0,603
603,1,0.0,603
603,1,0.0,603
603,1,0.0,712
712,1,0.0,712
712,1,0.0,712
712,11,0.0,436
436,25,0.0,363
363,25,0.0,658
658,25,0.0,658
658,15,0.0,658
658,25,0.0,653
653,25,0.0,653
653,25,0.0,399
399,25,0.0,399
399,25,0.0,399
399,25,0.0,399
399,25,0.0,399
399,25,0.0,399
399,25,0.0,399
399,25,0.0,399
399,25,0.0,399
399,15,0.0,530
530,15,0.0,530
530,15,0.0,719
719,15,0.0,719
719,15,0.0,719
719,15,0.0,719
719,15,0.0,203
203,15,0.0,203
203,15,0.0,203
203,15,0.0,203
203,15,0.0,203
203,15,0.0,203
203,15,0.0,203
203,15,0.0,203
203,15,0.0,203
203,15,0.0,203
203,15,0.0,203
